Season,ATeamID,BTeamID,ASeed,ATeamName,BSeed,BTeamName
2021,1101,1325,14,Abilene Chr,13,Ohio
2021,1101,1186,14,Abilene Chr,14,E Washington
2021,1101,1213,14,Abilene Chr,15,Grand Canyon
2021,1101,1111,14,Abilene Chr,16,Appalachian St
2021,1101,1313,14,Abilene Chr,16,Norfolk St
2021,1101,1228,14,Abilene Chr,1,Illinois
2021,1101,1222,14,Abilene Chr,2,Houston
2021,1101,1452,14,Abilene Chr,3,West Virginia
2021,1101,1329,14,Abilene Chr,4,Oklahoma St
2021,1101,1397,14,Abilene Chr,5,Tennessee
2021,1101,1361,14,Abilene Chr,6,San Diego St
2021,1101,1155,14,Abilene Chr,7,Clemson
2021,1101,1260,14,Abilene Chr,8,Loyola-Chicago
2021,1101,1210,14,Abilene Chr,9,Georgia Tech
2021,1101,1353,14,Abilene Chr,10,Rutgers
2021,1101,1393,14,Abilene Chr,11,Syracuse
2021,1101,1333,14,Abilene Chr,12,Oregon St
2021,1101,1251,14,Abilene Chr,13,Liberty
2021,1101,1287,14,Abilene Chr,14,Morehead St
2021,1101,1156,14,Abilene Chr,15,Cleveland St
2021,1101,1180,14,Abilene Chr,16,Drexel
2021,1101,1124,14,Abilene Chr,1,Baylor
2021,1101,1326,14,Abilene Chr,2,Ohio St
2021,1101,1116,14,Abilene Chr,3,Arkansas
2021,1101,1345,14,Abilene Chr,4,Purdue
2021,1101,1437,14,Abilene Chr,5,Villanova
2021,1101,1403,14,Abilene Chr,6,Texas Tech
2021,1101,1196,14,Abilene Chr,7,Florida
2021,1101,1314,14,Abilene Chr,8,North Carolina
2021,1101,1458,14,Abilene Chr,9,Wisconsin
2021,1101,1439,14,Abilene Chr,10,Virginia Tech
2021,1101,1429,14,Abilene Chr,11,Utah St
2021,1101,1457,14,Abilene Chr,12,Winthrop
2021,1101,1317,14,Abilene Chr,13,North Texas
2021,1101,1159,14,Abilene Chr,14,Colgate
2021,1101,1331,14,Abilene Chr,15,Oral Roberts
2021,1101,1216,14,Abilene Chr,16,Hartford
2021,1233,1276,15,Iona,1,Michigan
2021,1233,1400,15,Iona,3,Texas
2021,1233,1261,15,Iona,8,LSU
2021,1233,1382,15,Iona,9,St Bonaventure
2021,1233,1268,15,Iona,10,Maryland
2021,1233,1277,15,Iona,11,Michigan St
2021,1233,1417,15,Iona,11,UCLA
2021,1233,1422,15,Iona,13,UNC Greensboro
2021,1233,1291,15,Iona,16,Mt St Mary's
2021,1233,1411,15,Iona,16,TX Southern
2021,1233,1234,15,Iona,2,Iowa
2021,1233,1242,15,Iona,3,Kansas
2021,1233,1438,15,Iona,4,Virginia
2021,1233,1425,15,Iona,6,USC
2021,1233,1332,15,Iona,7,Oregon
2021,1233,1328,15,Iona,8,Oklahoma
2021,1233,1281,15,Iona,9,Missouri
2021,1233,1433,15,Iona,10,VCU
2021,1233,1455,15,Iona,11,Wichita St
2021,1233,1364,15,Iona,12,UC Santa Barbara
2021,1233,1325,15,Iona,13,Ohio
2021,1233,1313,15,Iona,16,Norfolk St
2021,1233,1452,15,Iona,3,West Virginia
2021,1233,1329,15,Iona,4,Oklahoma St
2021,1233,1397,15,Iona,5,Tennessee
2021,1233,1361,15,Iona,6,San Diego St
2021,1233,1260,15,Iona,8,Loyola-Chicago
2021,1233,1353,15,Iona,10,Rutgers
2021,1233,1393,15,Iona,11,Syracuse
2021,1233,1333,15,Iona,12,Oregon St
2021,1233,1251,15,Iona,13,Liberty
2021,1233,1287,15,Iona,14,Morehead St
2021,1233,1326,15,Iona,2,Ohio St
2021,1233,1345,15,Iona,4,Purdue
2021,1233,1437,15,Iona,5,Villanova
2021,1233,1403,15,Iona,6,Texas Tech
2021,1233,1314,15,Iona,8,North Carolina
2021,1233,1458,15,Iona,9,Wisconsin
2021,1233,1439,15,Iona,10,Virginia Tech
2021,1233,1429,15,Iona,11,Utah St
2021,1233,1457,15,Iona,12,Winthrop
2021,1233,1317,15,Iona,13,North Texas
2021,1233,1331,15,Iona,15,Oral Roberts
2021,1291,1400,16,Mt St Mary's,3,Texas
2021,1291,1382,16,Mt St Mary's,9,St Bonaventure
2021,1291,1417,16,Mt St Mary's,11,UCLA
2021,1291,1422,16,Mt St Mary's,13,UNC Greensboro
2021,1291,1411,16,Mt St Mary's,16,TX Southern
2021,1291,1438,16,Mt St Mary's,4,Virginia
2021,1291,1425,16,Mt St Mary's,6,USC
2021,1291,1332,16,Mt St Mary's,7,Oregon
2021,1291,1328,16,Mt St Mary's,8,Oklahoma
2021,1291,1433,16,Mt St Mary's,10,VCU
2021,1291,1455,16,Mt St Mary's,11,Wichita St
2021,1291,1364,16,Mt St Mary's,12,UC Santa Barbara
2021,1291,1325,16,Mt St Mary's,13,Ohio
2021,1291,1313,16,Mt St Mary's,16,Norfolk St
2021,1291,1452,16,Mt St Mary's,3,West Virginia
2021,1291,1329,16,Mt St Mary's,4,Oklahoma St
2021,1291,1397,16,Mt St Mary's,5,Tennessee
2021,1291,1361,16,Mt St Mary's,6,San Diego St
2021,1291,1353,16,Mt St Mary's,10,Rutgers
2021,1291,1393,16,Mt St Mary's,11,Syracuse
2021,1291,1333,16,Mt St Mary's,12,Oregon St
2021,1291,1326,16,Mt St Mary's,2,Ohio St
2021,1291,1345,16,Mt St Mary's,4,Purdue
2021,1291,1437,16,Mt St Mary's,5,Villanova
2021,1291,1403,16,Mt St Mary's,6,Texas Tech
2021,1291,1314,16,Mt St Mary's,8,North Carolina
2021,1291,1458,16,Mt St Mary's,9,Wisconsin
2021,1291,1439,16,Mt St Mary's,10,Virginia Tech
2021,1291,1429,16,Mt St Mary's,11,Utah St
2021,1291,1457,16,Mt St Mary's,12,Winthrop
2021,1291,1317,16,Mt St Mary's,13,North Texas
2021,1291,1331,16,Mt St Mary's,15,Oral Roberts
2021,1411,1417,16,TX Southern,11,UCLA
2021,1411,1422,16,TX Southern,13,UNC Greensboro
2021,1411,1438,16,TX Southern,4,Virginia
2021,1411,1425,16,TX Southern,6,USC
2021,1411,1433,16,TX Southern,10,VCU
2021,1411,1455,16,TX Southern,11,Wichita St
2021,1411,1452,16,TX Southern,3,West Virginia
2021,1411,1437,16,TX Southern,5,Villanova
2021,1411,1458,16,TX Southern,9,Wisconsin
2021,1411,1439,16,TX Southern,10,Virginia Tech
2021,1411,1429,16,TX Southern,11,Utah St
2021,1411,1457,16,TX Southern,12,Winthrop
2021,1211,1276,1,Gonzaga,1,Michigan
2021,1211,1400,1,Gonzaga,3,Texas
2021,1211,1261,1,Gonzaga,8,LSU
2021,1211,1382,1,Gonzaga,9,St Bonaventure
2021,1211,1268,1,Gonzaga,10,Maryland
2021,1211,1277,1,Gonzaga,11,Michigan St
2021,1211,1417,1,Gonzaga,11,UCLA
2021,1211,1422,1,Gonzaga,13,UNC Greensboro
2021,1211,1233,1,Gonzaga,15,Iona
2021,1211,1291,1,Gonzaga,16,Mt St Mary's
2021,1211,1411,1,Gonzaga,16,TX Southern
2021,1211,1234,1,Gonzaga,2,Iowa
2021,1211,1242,1,Gonzaga,3,Kansas
2021,1211,1438,1,Gonzaga,4,Virginia
2021,1211,1425,1,Gonzaga,6,USC
2021,1211,1332,1,Gonzaga,7,Oregon
2021,1211,1328,1,Gonzaga,8,Oklahoma
2021,1211,1281,1,Gonzaga,9,Missouri
2021,1211,1433,1,Gonzaga,10,VCU
2021,1211,1455,1,Gonzaga,11,Wichita St
2021,1211,1364,1,Gonzaga,12,UC Santa Barbara
2021,1211,1325,1,Gonzaga,13,Ohio
2021,1211,1213,1,Gonzaga,15,Grand Canyon
2021,1211,1313,1,Gonzaga,16,Norfolk St
2021,1211,1228,1,Gonzaga,1,Illinois
2021,1211,1222,1,Gonzaga,2,Houston
2021,1211,1452,1,Gonzaga,3,West Virginia
2021,1211,1329,1,Gonzaga,4,Oklahoma St
2021,1211,1397,1,Gonzaga,5,Tennessee
2021,1211,1361,1,Gonzaga,6,San Diego St
2021,1211,1260,1,Gonzaga,8,Loyola-Chicago
2021,1211,1353,1,Gonzaga,10,Rutgers
2021,1211,1393,1,Gonzaga,11,Syracuse
2021,1211,1333,1,Gonzaga,12,Oregon St
2021,1211,1251,1,Gonzaga,13,Liberty
2021,1211,1287,1,Gonzaga,14,Morehead St
2021,1211,1326,1,Gonzaga,2,Ohio St
2021,1211,1345,1,Gonzaga,4,Purdue
2021,1211,1437,1,Gonzaga,5,Villanova
2021,1211,1403,1,Gonzaga,6,Texas Tech
2021,1211,1314,1,Gonzaga,8,North Carolina
2021,1211,1458,1,Gonzaga,9,Wisconsin
2021,1211,1439,1,Gonzaga,10,Virginia Tech
2021,1211,1429,1,Gonzaga,11,Utah St
2021,1211,1457,1,Gonzaga,12,Winthrop
2021,1211,1317,1,Gonzaga,13,North Texas
2021,1211,1331,1,Gonzaga,15,Oral Roberts
2021,1211,1216,1,Gonzaga,16,Hartford
2021,1234,1276,2,Iowa,1,Michigan
2021,1234,1400,2,Iowa,3,Texas
2021,1234,1261,2,Iowa,8,LSU
2021,1234,1382,2,Iowa,9,St Bonaventure
2021,1234,1268,2,Iowa,10,Maryland
2021,1234,1277,2,Iowa,11,Michigan St
2021,1234,1417,2,Iowa,11,UCLA
2021,1234,1422,2,Iowa,13,UNC Greensboro
2021,1234,1291,2,Iowa,16,Mt St Mary's
2021,1234,1411,2,Iowa,16,TX Southern
2021,1234,1242,2,Iowa,3,Kansas
2021,1234,1438,2,Iowa,4,Virginia
2021,1234,1425,2,Iowa,6,USC
2021,1234,1332,2,Iowa,7,Oregon
2021,1234,1328,2,Iowa,8,Oklahoma
2021,1234,1281,2,Iowa,9,Missouri
2021,1234,1433,2,Iowa,10,VCU
2021,1234,1455,2,Iowa,11,Wichita St
2021,1234,1364,2,Iowa,12,UC Santa Barbara
2021,1234,1325,2,Iowa,13,Ohio
2021,1234,1313,2,Iowa,16,Norfolk St
2021,1234,1452,2,Iowa,3,West Virginia
2021,1234,1329,2,Iowa,4,Oklahoma St
2021,1234,1397,2,Iowa,5,Tennessee
2021,1234,1361,2,Iowa,6,San Diego St
2021,1234,1260,2,Iowa,8,Loyola-Chicago
2021,1234,1353,2,Iowa,10,Rutgers
2021,1234,1393,2,Iowa,11,Syracuse
2021,1234,1333,2,Iowa,12,Oregon St
2021,1234,1251,2,Iowa,13,Liberty
2021,1234,1287,2,Iowa,14,Morehead St
2021,1234,1326,2,Iowa,2,Ohio St
2021,1234,1345,2,Iowa,4,Purdue
2021,1234,1437,2,Iowa,5,Villanova
2021,1234,1403,2,Iowa,6,Texas Tech
2021,1234,1314,2,Iowa,8,North Carolina
2021,1234,1458,2,Iowa,9,Wisconsin
2021,1234,1439,2,Iowa,10,Virginia Tech
2021,1234,1429,2,Iowa,11,Utah St
2021,1234,1457,2,Iowa,12,Winthrop
2021,1234,1317,2,Iowa,13,North Texas
2021,1234,1331,2,Iowa,15,Oral Roberts
2021,1242,1276,3,Kansas,1,Michigan
2021,1242,1400,3,Kansas,3,Texas
2021,1242,1261,3,Kansas,8,LSU
2021,1242,1382,3,Kansas,9,St Bonaventure
2021,1242,1268,3,Kansas,10,Maryland
2021,1242,1277,3,Kansas,11,Michigan St
2021,1242,1417,3,Kansas,11,UCLA
2021,1242,1422,3,Kansas,13,UNC Greensboro
2021,1242,1291,3,Kansas,16,Mt St Mary's
2021,1242,1411,3,Kansas,16,TX Southern
2021,1242,1438,3,Kansas,4,Virginia
2021,1242,1425,3,Kansas,6,USC
2021,1242,1332,3,Kansas,7,Oregon
2021,1242,1328,3,Kansas,8,Oklahoma
2021,1242,1281,3,Kansas,9,Missouri
2021,1242,1433,3,Kansas,10,VCU
2021,1242,1455,3,Kansas,11,Wichita St
2021,1242,1364,3,Kansas,12,UC Santa Barbara
2021,1242,1325,3,Kansas,13,Ohio
2021,1242,1313,3,Kansas,16,Norfolk St
2021,1242,1452,3,Kansas,3,West Virginia
2021,1242,1329,3,Kansas,4,Oklahoma St
2021,1242,1397,3,Kansas,5,Tennessee
2021,1242,1361,3,Kansas,6,San Diego St
2021,1242,1260,3,Kansas,8,Loyola-Chicago
2021,1242,1353,3,Kansas,10,Rutgers
2021,1242,1393,3,Kansas,11,Syracuse
2021,1242,1333,3,Kansas,12,Oregon St
2021,1242,1251,3,Kansas,13,Liberty
2021,1242,1287,3,Kansas,14,Morehead St
2021,1242,1326,3,Kansas,2,Ohio St
2021,1242,1345,3,Kansas,4,Purdue
2021,1242,1437,3,Kansas,5,Villanova
2021,1242,1403,3,Kansas,6,Texas Tech
2021,1242,1314,3,Kansas,8,North Carolina
2021,1242,1458,3,Kansas,9,Wisconsin
2021,1242,1439,3,Kansas,10,Virginia Tech
2021,1242,1429,3,Kansas,11,Utah St
2021,1242,1457,3,Kansas,12,Winthrop
2021,1242,1317,3,Kansas,13,North Texas
2021,1242,1331,3,Kansas,15,Oral Roberts
2021,1438,1455,4,Virginia,11,Wichita St
2021,1438,1452,4,Virginia,3,West Virginia
2021,1438,1458,4,Virginia,9,Wisconsin
2021,1438,1439,4,Virginia,10,Virginia Tech
2021,1438,1457,4,Virginia,12,Winthrop
2021,1166,1276,5,Creighton,1,Michigan
2021,1166,1400,5,Creighton,3,Texas
2021,1166,1199,5,Creighton,4,Florida St
2021,1166,1261,5,Creighton,8,LSU
2021,1166,1382,5,Creighton,9,St Bonaventure
2021,1166,1268,5,Creighton,10,Maryland
2021,1166,1277,5,Creighton,11,Michigan St
2021,1166,1417,5,Creighton,11,UCLA
2021,1166,1207,5,Creighton,12,Georgetown
2021,1166,1422,5,Creighton,13,UNC Greensboro
2021,1166,1233,5,Creighton,15,Iona
2021,1166,1291,5,Creighton,16,Mt St Mary's
2021,1166,1411,5,Creighton,16,TX Southern
2021,1166,1211,5,Creighton,1,Gonzaga
2021,1166,1234,5,Creighton,2,Iowa
2021,1166,1242,5,Creighton,3,Kansas
2021,1166,1438,5,Creighton,4,Virginia
2021,1166,1425,5,Creighton,6,USC
2021,1166,1332,5,Creighton,7,Oregon
2021,1166,1328,5,Creighton,8,Oklahoma
2021,1166,1281,5,Creighton,9,Missouri
2021,1166,1433,5,Creighton,10,VCU
2021,1166,1179,5,Creighton,11,Drake
2021,1166,1455,5,Creighton,11,Wichita St
2021,1166,1364,5,Creighton,12,UC Santa Barbara
2021,1166,1325,5,Creighton,13,Ohio
2021,1166,1186,5,Creighton,14,E Washington
2021,1166,1213,5,Creighton,15,Grand Canyon
2021,1166,1313,5,Creighton,16,Norfolk St
2021,1166,1228,5,Creighton,1,Illinois
2021,1166,1222,5,Creighton,2,Houston
2021,1166,1452,5,Creighton,3,West Virginia
2021,1166,1329,5,Creighton,4,Oklahoma St
2021,1166,1397,5,Creighton,5,Tennessee
2021,1166,1361,5,Creighton,6,San Diego St
2021,1166,1260,5,Creighton,8,Loyola-Chicago
2021,1166,1210,5,Creighton,9,Georgia Tech
2021,1166,1353,5,Creighton,10,Rutgers
2021,1166,1393,5,Creighton,11,Syracuse
2021,1166,1333,5,Creighton,12,Oregon St
2021,1166,1251,5,Creighton,13,Liberty
2021,1166,1287,5,Creighton,14,Morehead St
2021,1166,1180,5,Creighton,16,Drexel
2021,1166,1326,5,Creighton,2,Ohio St
2021,1166,1345,5,Creighton,4,Purdue
2021,1166,1437,5,Creighton,5,Villanova
2021,1166,1403,5,Creighton,6,Texas Tech
2021,1166,1196,5,Creighton,7,Florida
2021,1166,1314,5,Creighton,8,North Carolina
2021,1166,1458,5,Creighton,9,Wisconsin
2021,1166,1439,5,Creighton,10,Virginia Tech
2021,1166,1429,5,Creighton,11,Utah St
2021,1166,1457,5,Creighton,12,Winthrop
2021,1166,1317,5,Creighton,13,North Texas
2021,1166,1331,5,Creighton,15,Oral Roberts
2021,1166,1216,5,Creighton,16,Hartford
2021,1425,1438,6,USC,4,Virginia
2021,1425,1433,6,USC,10,VCU
2021,1425,1455,6,USC,11,Wichita St
2021,1425,1452,6,USC,3,West Virginia
2021,1425,1437,6,USC,5,Villanova
2021,1425,1458,6,USC,9,Wisconsin
2021,1425,1439,6,USC,10,Virginia Tech
2021,1425,1429,6,USC,11,Utah St
2021,1425,1457,6,USC,12,Winthrop
2021,1332,1400,7,Oregon,3,Texas
2021,1332,1382,7,Oregon,9,St Bonaventure
2021,1332,1417,7,Oregon,11,UCLA
2021,1332,1422,7,Oregon,13,UNC Greensboro
2021,1332,1411,7,Oregon,16,TX Southern
2021,1332,1438,7,Oregon,4,Virginia
2021,1332,1425,7,Oregon,6,USC
2021,1332,1433,7,Oregon,10,VCU
2021,1332,1455,7,Oregon,11,Wichita St
2021,1332,1364,7,Oregon,12,UC Santa Barbara
2021,1332,1452,7,Oregon,3,West Virginia
2021,1332,1397,7,Oregon,5,Tennessee
2021,1332,1361,7,Oregon,6,San Diego St
2021,1332,1353,7,Oregon,10,Rutgers
2021,1332,1393,7,Oregon,11,Syracuse
2021,1332,1333,7,Oregon,12,Oregon St
2021,1332,1345,7,Oregon,4,Purdue
2021,1332,1437,7,Oregon,5,Villanova
2021,1332,1403,7,Oregon,6,Texas Tech
2021,1332,1458,7,Oregon,9,Wisconsin
2021,1332,1439,7,Oregon,10,Virginia Tech
2021,1332,1429,7,Oregon,11,Utah St
2021,1332,1457,7,Oregon,12,Winthrop
2021,1328,1400,8,Oklahoma,3,Texas
2021,1328,1382,8,Oklahoma,9,St Bonaventure
2021,1328,1417,8,Oklahoma,11,UCLA
2021,1328,1422,8,Oklahoma,13,UNC Greensboro
2021,1328,1411,8,Oklahoma,16,TX Southern
2021,1328,1438,8,Oklahoma,4,Virginia
2021,1328,1425,8,Oklahoma,6,USC
2021,1328,1332,8,Oklahoma,7,Oregon
2021,1328,1433,8,Oklahoma,10,VCU
2021,1328,1455,8,Oklahoma,11,Wichita St
2021,1328,1364,8,Oklahoma,12,UC Santa Barbara
2021,1328,1452,8,Oklahoma,3,West Virginia
2021,1328,1329,8,Oklahoma,4,Oklahoma St
2021,1328,1397,8,Oklahoma,5,Tennessee
2021,1328,1361,8,Oklahoma,6,San Diego St
2021,1328,1353,8,Oklahoma,10,Rutgers
2021,1328,1393,8,Oklahoma,11,Syracuse
2021,1328,1333,8,Oklahoma,12,Oregon St
2021,1328,1345,8,Oklahoma,4,Purdue
2021,1328,1437,8,Oklahoma,5,Villanova
2021,1328,1403,8,Oklahoma,6,Texas Tech
2021,1328,1458,8,Oklahoma,9,Wisconsin
2021,1328,1439,8,Oklahoma,10,Virginia Tech
2021,1328,1429,8,Oklahoma,11,Utah St
2021,1328,1457,8,Oklahoma,12,Winthrop
2021,1328,1331,8,Oklahoma,15,Oral Roberts
2021,1281,1400,9,Missouri,3,Texas
2021,1281,1382,9,Missouri,9,St Bonaventure
2021,1281,1417,9,Missouri,11,UCLA
2021,1281,1422,9,Missouri,13,UNC Greensboro
2021,1281,1291,9,Missouri,16,Mt St Mary's
2021,1281,1411,9,Missouri,16,TX Southern
2021,1281,1438,9,Missouri,4,Virginia
2021,1281,1425,9,Missouri,6,USC
2021,1281,1332,9,Missouri,7,Oregon
2021,1281,1328,9,Missouri,8,Oklahoma
2021,1281,1433,9,Missouri,10,VCU
2021,1281,1455,9,Missouri,11,Wichita St
2021,1281,1364,9,Missouri,12,UC Santa Barbara
2021,1281,1325,9,Missouri,13,Ohio
2021,1281,1313,9,Missouri,16,Norfolk St
2021,1281,1452,9,Missouri,3,West Virginia
2021,1281,1329,9,Missouri,4,Oklahoma St
2021,1281,1397,9,Missouri,5,Tennessee
2021,1281,1361,9,Missouri,6,San Diego St
2021,1281,1353,9,Missouri,10,Rutgers
2021,1281,1393,9,Missouri,11,Syracuse
2021,1281,1333,9,Missouri,12,Oregon St
2021,1281,1287,9,Missouri,14,Morehead St
2021,1281,1326,9,Missouri,2,Ohio St
2021,1281,1345,9,Missouri,4,Purdue
2021,1281,1437,9,Missouri,5,Villanova
2021,1281,1403,9,Missouri,6,Texas Tech
2021,1281,1314,9,Missouri,8,North Carolina
2021,1281,1458,9,Missouri,9,Wisconsin
2021,1281,1439,9,Missouri,10,Virginia Tech
2021,1281,1429,9,Missouri,11,Utah St
2021,1281,1457,9,Missouri,12,Winthrop
2021,1281,1317,9,Missouri,13,North Texas
2021,1281,1331,9,Missouri,15,Oral Roberts
2021,1433,1438,10,VCU,4,Virginia
2021,1433,1455,10,VCU,11,Wichita St
2021,1433,1452,10,VCU,3,West Virginia
2021,1433,1437,10,VCU,5,Villanova
2021,1433,1458,10,VCU,9,Wisconsin
2021,1433,1439,10,VCU,10,Virginia Tech
2021,1433,1457,10,VCU,12,Winthrop
2021,1179,1276,11,Drake,1,Michigan
2021,1179,1400,11,Drake,3,Texas
2021,1179,1199,11,Drake,4,Florida St
2021,1179,1261,11,Drake,8,LSU
2021,1179,1382,11,Drake,9,St Bonaventure
2021,1179,1268,11,Drake,10,Maryland
2021,1179,1277,11,Drake,11,Michigan St
2021,1179,1417,11,Drake,11,UCLA
2021,1179,1207,11,Drake,12,Georgetown
2021,1179,1422,11,Drake,13,UNC Greensboro
2021,1179,1233,11,Drake,15,Iona
2021,1179,1291,11,Drake,16,Mt St Mary's
2021,1179,1411,11,Drake,16,TX Southern
2021,1179,1211,11,Drake,1,Gonzaga
2021,1179,1234,11,Drake,2,Iowa
2021,1179,1242,11,Drake,3,Kansas
2021,1179,1438,11,Drake,4,Virginia
2021,1179,1425,11,Drake,6,USC
2021,1179,1332,11,Drake,7,Oregon
2021,1179,1328,11,Drake,8,Oklahoma
2021,1179,1281,11,Drake,9,Missouri
2021,1179,1433,11,Drake,10,VCU
2021,1179,1455,11,Drake,11,Wichita St
2021,1179,1364,11,Drake,12,UC Santa Barbara
2021,1179,1325,11,Drake,13,Ohio
2021,1179,1186,11,Drake,14,E Washington
2021,1179,1213,11,Drake,15,Grand Canyon
2021,1179,1313,11,Drake,16,Norfolk St
2021,1179,1228,11,Drake,1,Illinois
2021,1179,1222,11,Drake,2,Houston
2021,1179,1452,11,Drake,3,West Virginia
2021,1179,1329,11,Drake,4,Oklahoma St
2021,1179,1397,11,Drake,5,Tennessee
2021,1179,1361,11,Drake,6,San Diego St
2021,1179,1260,11,Drake,8,Loyola-Chicago
2021,1179,1210,11,Drake,9,Georgia Tech
2021,1179,1353,11,Drake,10,Rutgers
2021,1179,1393,11,Drake,11,Syracuse
2021,1179,1333,11,Drake,12,Oregon St
2021,1179,1251,11,Drake,13,Liberty
2021,1179,1287,11,Drake,14,Morehead St
2021,1179,1180,11,Drake,16,Drexel
2021,1179,1326,11,Drake,2,Ohio St
2021,1179,1345,11,Drake,4,Purdue
2021,1179,1437,11,Drake,5,Villanova
2021,1179,1403,11,Drake,6,Texas Tech
2021,1179,1196,11,Drake,7,Florida
2021,1179,1314,11,Drake,8,North Carolina
2021,1179,1458,11,Drake,9,Wisconsin
2021,1179,1439,11,Drake,10,Virginia Tech
2021,1179,1429,11,Drake,11,Utah St
2021,1179,1457,11,Drake,12,Winthrop
2021,1179,1317,11,Drake,13,North Texas
2021,1179,1331,11,Drake,15,Oral Roberts
2021,1179,1216,11,Drake,16,Hartford
2021,1455,1458,11,Wichita St,9,Wisconsin
2021,1455,1457,11,Wichita St,12,Winthrop
2021,1364,1400,12,UC Santa Barbara,3,Texas
2021,1364,1382,12,UC Santa Barbara,9,St Bonaventure
2021,1364,1417,12,UC Santa Barbara,11,UCLA
2021,1364,1422,12,UC Santa Barbara,13,UNC Greensboro
2021,1364,1411,12,UC Santa Barbara,16,TX Southern
2021,1364,1438,12,UC Santa Barbara,4,Virginia
2021,1364,1425,12,UC Santa Barbara,6,USC
2021,1364,1433,12,UC Santa Barbara,10,VCU
2021,1364,1455,12,UC Santa Barbara,11,Wichita St
2021,1364,1452,12,UC Santa Barbara,3,West Virginia
2021,1364,1397,12,UC Santa Barbara,5,Tennessee
2021,1364,1393,12,UC Santa Barbara,11,Syracuse
2021,1364,1437,12,UC Santa Barbara,5,Villanova
2021,1364,1403,12,UC Santa Barbara,6,Texas Tech
2021,1364,1458,12,UC Santa Barbara,9,Wisconsin
2021,1364,1439,12,UC Santa Barbara,10,Virginia Tech
2021,1364,1429,12,UC Santa Barbara,11,Utah St
2021,1364,1457,12,UC Santa Barbara,12,Winthrop
2021,1325,1400,13,Ohio,3,Texas
2021,1325,1382,13,Ohio,9,St Bonaventure
2021,1325,1417,13,Ohio,11,UCLA
2021,1325,1422,13,Ohio,13,UNC Greensboro
2021,1325,1411,13,Ohio,16,TX Southern
2021,1325,1438,13,Ohio,4,Virginia
2021,1325,1425,13,Ohio,6,USC
2021,1325,1332,13,Ohio,7,Oregon
2021,1325,1328,13,Ohio,8,Oklahoma
2021,1325,1433,13,Ohio,10,VCU
2021,1325,1455,13,Ohio,11,Wichita St
2021,1325,1364,13,Ohio,12,UC Santa Barbara
2021,1325,1452,13,Ohio,3,West Virginia
2021,1325,1329,13,Ohio,4,Oklahoma St
2021,1325,1397,13,Ohio,5,Tennessee
2021,1325,1361,13,Ohio,6,San Diego St
2021,1325,1353,13,Ohio,10,Rutgers
2021,1325,1393,13,Ohio,11,Syracuse
2021,1325,1333,13,Ohio,12,Oregon St
2021,1325,1326,13,Ohio,2,Ohio St
2021,1325,1345,13,Ohio,4,Purdue
2021,1325,1437,13,Ohio,5,Villanova
2021,1325,1403,13,Ohio,6,Texas Tech
2021,1325,1458,13,Ohio,9,Wisconsin
2021,1325,1439,13,Ohio,10,Virginia Tech
2021,1325,1429,13,Ohio,11,Utah St
2021,1325,1457,13,Ohio,12,Winthrop
2021,1325,1331,13,Ohio,15,Oral Roberts
2021,1186,1276,14,E Washington,1,Michigan
2021,1186,1400,14,E Washington,3,Texas
2021,1186,1199,14,E Washington,4,Florida St
2021,1186,1261,14,E Washington,8,LSU
2021,1186,1382,14,E Washington,9,St Bonaventure
2021,1186,1268,14,E Washington,10,Maryland
2021,1186,1277,14,E Washington,11,Michigan St
2021,1186,1417,14,E Washington,11,UCLA
2021,1186,1207,14,E Washington,12,Georgetown
2021,1186,1422,14,E Washington,13,UNC Greensboro
2021,1186,1233,14,E Washington,15,Iona
2021,1186,1291,14,E Washington,16,Mt St Mary's
2021,1186,1411,14,E Washington,16,TX Southern
2021,1186,1211,14,E Washington,1,Gonzaga
2021,1186,1234,14,E Washington,2,Iowa
2021,1186,1242,14,E Washington,3,Kansas
2021,1186,1438,14,E Washington,4,Virginia
2021,1186,1425,14,E Washington,6,USC
2021,1186,1332,14,E Washington,7,Oregon
2021,1186,1328,14,E Washington,8,Oklahoma
2021,1186,1281,14,E Washington,9,Missouri
2021,1186,1433,14,E Washington,10,VCU
2021,1186,1455,14,E Washington,11,Wichita St
2021,1186,1364,14,E Washington,12,UC Santa Barbara
2021,1186,1325,14,E Washington,13,Ohio
2021,1186,1213,14,E Washington,15,Grand Canyon
2021,1186,1313,14,E Washington,16,Norfolk St
2021,1186,1228,14,E Washington,1,Illinois
2021,1186,1222,14,E Washington,2,Houston
2021,1186,1452,14,E Washington,3,West Virginia
2021,1186,1329,14,E Washington,4,Oklahoma St
2021,1186,1397,14,E Washington,5,Tennessee
2021,1186,1361,14,E Washington,6,San Diego St
2021,1186,1260,14,E Washington,8,Loyola-Chicago
2021,1186,1210,14,E Washington,9,Georgia Tech
2021,1186,1353,14,E Washington,10,Rutgers
2021,1186,1393,14,E Washington,11,Syracuse
2021,1186,1333,14,E Washington,12,Oregon St
2021,1186,1251,14,E Washington,13,Liberty
2021,1186,1287,14,E Washington,14,Morehead St
2021,1186,1326,14,E Washington,2,Ohio St
2021,1186,1345,14,E Washington,4,Purdue
2021,1186,1437,14,E Washington,5,Villanova
2021,1186,1403,14,E Washington,6,Texas Tech
2021,1186,1196,14,E Washington,7,Florida
2021,1186,1314,14,E Washington,8,North Carolina
2021,1186,1458,14,E Washington,9,Wisconsin
